id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9728530,Exclusive guest room: Keizersgracht,8873574,Jillis & Cristina,,Centrum-West,52.37948,4.88791,Private room,122,2,117,2023-02-20,1.33,2,13,14,0363F257B392EA9CE494
9763557,"Private stay, 3 min walk from Jordaan!",17729271,Myrthe,,Westerpark,52.37936,4.87703,Entire home/apt,145,2,61,2022-08-27,0.73,1,0,10,0363 2191 DA98 AAE1 3F19
10334240,Very cosy apartment Amsterdam next to Vondelpark,53180393,Anne,,Zuid,52.35201,4.85392,Entire home/apt,100,2,21,2019-07-21,0.33,1,0,0,0363 6F9A 012D 8272 0573
10360276,Modern Clean Private Apartment in Amsterdam,53323264,Wilfred,,Bos en Lommer,52.37625,4.83782,Private room,87,3,321,2023-02-19,3.71,1,23,56,0363 3C9C DDF9 18AC A947
11217131,Spacious Family House in the Museum District,195909,Karina,,De Pijp - Rivierenbuurt,52.35597,4.88887,Entire home/apt,280,3,23,2023-01-07,0.27,1,42,6,0363 7E3A 46B6 36B3 71A4
9772215,Spacious apartment on the river,7498059,Ruben,,Oostelijk Havengebied - Indische Buurt,52.37764,4.9441,Entire home/apt,150,1,46,2020-03-16,0.53,1,0,0,0363 C955 3AEE 42FC BB99
9799012,BAARSJES GARDEN HOUSE,50454268,Maartje Adrienne Desiree,,De Baarsjes - Oud-West,52.3689,4.85963,Entire home/apt,144,3,24,2022-06-22,0.35,1,14,4,0363 0418 ED80 C011 C808
11239298,Authentic Amsterdam Hideout!,58083795,Fleur,,Centrum-Oost,52.36385,4.88564,Entire home/apt,133,3,528,2023-03-06,6.32,2,4,81,0363 41DF 767A F758 19CD
10361515,1920 building,35092820,Felicia,,De Baarsjes - Oud-West,52.37161,4.86016,Entire home/apt,300,3,18,2022-08-05,0.25,1,0,3,0363 A92B 8F64 F97E 9262
9808608,"Bright apartment in ""De Pijp""",39318486,Ad,,De Pijp - Rivierenbuurt,52.3558,4.89727,Entire home/apt,300,4,61,2022-06-26,0.70,1,37,4,0363C386AD1DDFAAF6D1
10372624,Big two-floor apartment with green roof terrace,53267111,Nadine,,Zuid,52.34914,4.8485,Entire home/apt,495,3,6,2023-01-01,0.87,1,30,6,0363 FB40 D66C 1632 E485
11247862,Unique house with garden in centre of Amsterdam,37253702,Lodewijk,,Centrum-Oost,52.36685,4.91097,Entire home/apt,320,5,13,2022-08-13,0.16,1,0,2,0363 4B1F 0CDB E0C0 28A0
9815325,Design Appartment Amsterdam,32573888,Mariska,,De Baarsjes - Oud-West,52.36923,4.86632,Entire home/apt,229,3,20,2022-08-05,0.23,1,0,11,0363 C7C7 9CFA 3A49 3B39
11252596,Nice sunny apartment in A'dam west,58710677,Wilmer,,Bos en Lommer,52.3774,4.84858,Private room,100,1,332,2023-03-02,3.92,1,179,60,0363 FC84 B87E 7ADF FD11
10379281,Stylish houseboat garden bikes near centre &nature,30781750,Saskia,,Noord-West,52.42236,4.89511,Entire home/apt,258,7,31,2022-01-01,0.37,1,358,0,0363 027A 27E4 E249 E3E5
9816257,Houseboat studio with canal view and bikes,517215,Rental Valley,,Zuid,52.33878,4.84729,Private room,100,2,89,2023-02-21,1.02,3,132,15,0363 904F 6149 1902 8FAF
9840061,unique historic basement at the Herengracht,44419971,Kiek,,Centrum-West,52.37971,4.89274,Private room,116,2,378,2023-02-26,4.32,1,69,77,0363 BEF1 A935 0D11 BCFD
9840533,Quiet apartment centre Amsterdam,46077789,Sanne,,Centrum-Oost,52.36051,4.89089,Entire home/apt,247,2,46,2019-07-28,0.53,1,0,0,0363 9F70 D7F8 CBB4 CEB2
10400021,Spacious Bright Apt with a Soul // Hotspot area,10844398,Ozlem,,Oud-Oost,52.35686,4.90829,Entire home/apt,199,14,34,2022-05-27,0.40,1,43,1,0363 504E 59CC C8E6 8C34
11264941,Great apartment with sunny garden,13744875,Jerry,,Bos en Lommer,52.37718,4.85593,Entire home/apt,115,2,29,2019-08-17,0.36,1,0,0,0363 8330 BB7F 772F F7B5
9852493,Stylish and bright canal-side apt near city center,25548006,Sophie,,De Baarsjes - Oud-West,52.36702,4.85805,Entire home/apt,150,7,6,2022-03-15,0.07,1,0,1,0363 2F96 7DAF 1193 F8A6
11265870,Houseboat stay in private and cozy studio +2 bikes,58813481,Stevin And Jol,,Centrum-West,52.38567,4.89019,Private room,115,2,400,2023-03-01,4.66,1,32,43,03636D6AE5308CEB18F0
10432232,Private Attic Studio/Roofterrace,53734444,Kim & Daniel,,Oud-Noord,52.38653,4.91534,Private room,92,3,670,2023-02-22,7.71,1,20,72,0363 6F20 75B6 9C77 AF96
10441222,"Great Private studio best location | Center, Canal",53692197,Kate,,Centrum-West,52.36705,4.87881,Private room,141,3,307,2023-03-06,3.56,2,222,66,0363 2F98 62E3 5D9A 8207
9856921,"Knusse benedenwoning, Stadionbuurt",50739144,Miranda,,Zuid,52.34594,4.86081,Entire home/apt,150,2,38,2022-10-21,0.47,1,0,6,036332874CDBF8B91A93
11267148,Spacious and unique apartment 85m2 with garden,8791692,Gijs En Danielle,,Westerpark,52.37464,4.87285,Entire home/apt,130,2,27,2021-08-11,0.32,1,0,0,0363573C601A91263374
9903960,Classy Room 17th Century Canal House,517215,Rental Valley,,Centrum-West,52.37796,4.89173,Private room,166,1,537,2023-02-23,6.13,3,97,62,0363 3223 E976 5314 BBB1
11269761,Ground floor design apartment Amsterdam West,3347613,Sylvia,,Westerpark,52.37397,4.87324,Entire home/apt,339,3,15,2022-10-26,0.18,1,144,1,0363 0F4E BA1E 550B 095F
10443563,Feel Good appartment in Amsterdam!,39548686,Claire & Daan,,Oostelijk Havengebied - Indische Buurt,52.36269,4.94053,Entire home/apt,300,10,45,2023-02-21,0.53,1,66,8,0363 954A E031 03F9 6CF4
9912550,Perfect Penthouse,2218299,Pieter-Jan,,De Baarsjes - Oud-West,52.36397,4.86027,Entire home/apt,232,3,6,2019-08-07,0.11,1,0,0,0363 E921 4391 7C10 9D4D
10468991,Amsterdam ‘Riviera’ luxury water mansion,6929002,Catelijn,,IJburg - Zeeburgereiland,52.35155,4.9929,Entire home/apt,519,5,17,2022-08-23,0.25,1,9,2,03632BB36540462D16F5
11317473,Spacious Penthouse w/ Roof Terrace,58905282,Paul,,De Pijp - Rivierenbuurt,52.34449,4.89515,Entire home/apt,378,4,43,2022-07-02,0.51,1,8,5,0363 6AE0 BACD 2BC5 8759
9921636,Unique characteristic design apt!,11044264,Eline,,Centrum-West,52.37085,4.88212,Entire home/apt,220,4,13,2021-08-06,0.16,1,0,0,0363 4A8B 3893 F850 40FD
10483201,Modern 2-level apt with garden in lively area,39373794,Meriem,,Oostelijk Havengebied - Indische Buurt,52.3666,4.93424,Entire home/apt,150,3,47,2022-05-05,0.54,1,0,2,0363 EA0A 3491 CD9C 5B54
9954340,High-end design loft (190m2),51153888,Bob,,De Baarsjes - Oud-West,52.36257,4.85993,Entire home/apt,800,2,9,2022-12-18,1.66,1,354,9,0363 58DC CF26 C54D 02C5
10483384,Spacious modern city apartment,5455771,Jeroen,,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,350,3,49,2022-10-07,0.58,1,0,6,0363 9AC7 74BB 6AEE 874B
9981202,"Light & Lofty Townhouse, in 'de Pijp'",51288841,Mark Jan,,De Pijp - Rivierenbuurt,52.35617,4.89302,Entire home/apt,360,2,98,2023-01-29,1.15,1,47,18,0363 3A5F A701 E27D 25E1
9981383,Canal view apt-ment near Vondelpark,12572898,Alëna,,De Baarsjes - Oud-West,52.36288,4.85843,Entire home/apt,205,3,24,2018-01-01,0.27,1,0,0,0363 054C 788A 774D 994F
11347669,Cosy room with double bed & lounge (apt shared),53005025,Haenk,,De Pijp - Rivierenbuurt,52.34392,4.89207,Private room,75,2,83,2023-02-19,0.98,1,46,27,0363 DFA3 9B23 DCE8 BFFC
9983460,Colorful family-friendly apartment,4168597,Inês & Rembrant,,Oud-Oost,52.35767,4.91409,Entire home/apt,140,5,3,2019-08-24,0.03,1,0,0,0363 AEEB 58E0 CC45 1B77
10492761,Wooden Mill Apartments,1212765,Joop,,Zuid,52.3499,4.85738,Private room,108,2,30,2022-11-17,0.69,1,151,11,0363 D292 3D72 9462 D8B8
10025641,Hotel Jansen Amsterdam Vondel 0.05,10076897,Robin,,Zuid,52.34334,4.84603,Private room,120,2,17,2020-01-01,0.20,5,80,0,Exempt
10500911,Delightful room,53829324,Leonardo,,Oud-Noord,52.38725,4.92041,Private room,150,2,196,2020-03-08,2.28,2,31,0,0363 E383 F8A6 8F54 4CD4
11354028,"Historic home, 50m2 B&B, private, garden, center!",49467463,Els,,Centrum-Oost,52.36472,4.90703,Private room,145,3,59,2019-10-20,0.70,1,67,0,0363 934B 63F3 AA8A 17FE
12216213,Captain's quarters in classic ship.,6909382,Barbara,,Centrum-West,52.38735,4.88993,Private room,110,3,298,2023-02-20,3.55,1,236,57,0363 E09A C607 A495 1B95
11358343,Cosy & quiet in the City 2/4p,47526060,Anja,,Watergraafsmeer,52.34199,4.92514,Entire home/apt,140,3,59,2022-08-26,0.70,1,82,8,0363504CB0AFBF737DD4
10510906,Cozy stay next to the Vondelpark! @ Amsterdam West,54192987,Carien,,De Baarsjes - Oud-West,52.35974,4.85972,Entire home/apt,149,28,17,2022-10-17,0.21,1,89,5,0363 53C6 222C 413D D3A0
12221842,"Design appartement, near to RAI Station",41285288,Mark,,De Pijp - Rivierenbuurt,52.34298,4.90093,Entire home/apt,115,3,33,2023-01-29,0.42,1,7,7,0363 414C F0CB B10F 2574
10512492,New Studio appartment Jordaan,54036035,Peter,,Centrum-West,52.37831,4.88733,Private room,136,3,324,2023-03-08,3.77,2,16,55,0363 D867 1861 701B E86A
11382530,Waterfront designer home with free parking,1915653,Ingrid,,IJburg - Zeeburgereiland,52.354,4.99103,Entire home/apt,195,4,10,2019-07-22,0.12,1,0,0,0363 E17B 524F BC13 AFAC
11386080,In Westerpark and close to Centre and Jordan area,11394351,Bas,,Westerpark,52.39022,4.87878,Entire home/apt,79,5,30,2023-02-26,0.36,1,0,3,0363 6B8A 32A9 2FDA AFF5
12227324,Spacious & Bright Apartment,18730628,Alissa,,De Pijp - Rivierenbuurt,52.34403,4.89232,Entire home/apt,135,5,19,2019-09-17,0.28,1,0,0,0363 F786 AAAA CF9C 78A1
11404636,Apartment with garden near centre,46169606,Maaike,,Centrum-West,52.38399,4.89329,Entire home/apt,150,3,61,2022-10-23,0.71,1,0,3,0363 29FA 13B6 1D93 884E
10522903,"Canal LOFT, great LOCATION",1882741,Elena,,Centrum-West,52.37412,4.88836,Entire home/apt,140,7,108,2023-02-13,1.26,1,5,20,Exempt
10534679,a wonderful private studio on the ground floor,9203368,Bart,,Oud-Oost,52.35335,4.91934,Private room,80,2,18,2020-03-17,0.45,1,0,0,0363 036D C307 B738 8A76
12251301,Spacious apartment for 2.,59054356,Jeroen,,Bos en Lommer,52.37599,4.86413,Entire home/apt,110,4,50,2022-11-09,0.60,1,61,7,0363 6F42 62D0 2556 C2C6
10538208,Nieuw Gerenoveerd appartement Jordaan,54036035,Peter,,Centrum-West,52.38012,4.88689,Private room,103,3,287,2023-03-07,3.33,2,9,54,0363 D867 1861 701B E86A
11426523,Spacious apartment w/ sunny garden near Jordaan,7591797,Marije,,Westerpark,52.38181,4.87683,Entire home/apt,204,3,40,2022-07-15,0.47,1,0,1,0363 6808 EEB7 70A5 A638
12251311,Amsterdam city center & nature at your fingertips,283269,Manon,,Noord-Oost,52.40583,4.93275,Entire home/apt,200,7,50,2022-08-10,0.60,2,0,1,0363 4389 54D4 3EEB E93F
11430214,"*Best location + flex check in/out + 55"" tv *",60047987,Fulco,,De Pijp - Rivierenbuurt,52.35645,4.89079,Entire home/apt,249,3,46,2020-03-08,0.54,1,0,0,0363 8A16 ED07 08B1 FE84
10549599,amazing apt in the city center,4851247,Patricia,,Centrum-Oost,52.37427,4.90485,Entire home/apt,200,7,38,2022-06-30,0.44,1,278,4,0363 88C7 EA23 F303 6F22
12297515,Cosy & authentic ap with garden,65198722,Elsje,,De Baarsjes - Oud-West,52.36513,4.85561,Entire home/apt,128,2,18,2018-12-29,0.21,1,0,0,0363 CDF7 8FC3 5BAA 9726
12314549,Beautiful apartment in the Jordaan,28052937,Nicolien,,Centrum-West,52.38016,4.88577,Entire home/apt,270,4,30,2022-10-17,0.36,1,0,6,0363760AD3CC80865110
10564421,"Rooftop Jacuzzi, city view, custom furniture & art",5075529,Daniel,,Oud-Oost,52.36166,4.9311,Entire home/apt,400,2,58,2022-10-21,0.92,1,0,10,0363 E78F 3061 B865 742E
12319764,Amazing house with garden with use of sauna,64076052,Frank,,Oud-Oost,52.35547,4.91729,Entire home/apt,236,2,55,2020-01-01,0.66,1,0,0,0363 DBDB 7EAD AAC1 D6EC
10582203,Amazing Amsterdam Accomodation,9322038,Marc,,Oud-Oost,52.35752,4.93545,Entire home/apt,329,5,25,2022-08-22,0.30,1,36,2,0363 D232 F07A 254A E956
10584731,Cosy & comfy studio + roofterrace in 'De Pijp',23209088,Neddo,,De Pijp - Rivierenbuurt,52.35532,4.89156,Entire home/apt,150,3,47,2023-02-18,0.74,1,0,13,0363 5F38 0A38 7109 BB49
11454092,Romantic Get Away@Prinsengracht!!,60226519,Frederike,,Centrum-Oost,52.36332,4.90236,Entire home/apt,130,3,28,2020-01-26,0.34,1,0,0,0363 0E9D 2E0E 20F3 41E7
11460770,Comfortable 2 person room in gorgeous home,15712909,Nima,,Noord-West,52.40911,4.89318,Private room,69,2,135,2023-02-20,1.60,3,117,21,0363D1E76939B5922D09
12347938,"2 Floor House, Great Neighbourhood",1962530,Jon,,Oud-Oost,52.35331,4.92009,Entire home/apt,125,4,16,2022-08-12,0.19,1,0,3,0363 5416 98AA E604 E5D5
11524594,Apartment 10 min from center (by bike and tram),8828818,Sherien,,Oud-Oost,52.3625,4.92492,Entire home/apt,120,3,20,2020-03-15,0.24,1,0,0,0363 912D F0A9 6550 9B12
10593371,Woonboot in centrum Amsterdam,54654226,Janneke,,Centrum-West,52.37675,4.88453,Entire home/apt,148,3,79,2022-09-05,0.92,1,0,9,0363 51EA A8F7 B39A 47C2
12371557,★ SPACIOUS LOFT IN AMSTERDAM NOORD NEXT TO NDSM ★,15434439,Inge,,Oud-Noord,52.39987,4.90603,Entire home/apt,126,3,25,2023-02-28,0.37,1,0,5,0363 84A7 07BD FF47 D4E8
12373532,Zoku Loft - Home/Office Hybrid - Long,30890942,Zoku Amsterdam,,Centrum-Oost,52.36475,4.90731,Entire home/apt,190,28,0,,,6,251,0,Exempt
10700796,Vondelpark House Bed & Breakfast Room 1.,55288093,Petra,,De Baarsjes - Oud-West,52.357433,4.857956,Private room,195,2,115,2019-09-30,1.36,3,169,0,0363 F5F1 8B5D A2C6 FA55
11559431,Amstel river garden appartment,11701759,Marius Johannes,,Centrum-Oost,52.36547,4.90232,Private room,150,1,554,2023-02-21,6.48,1,146,97,0363 D614 A52F EC02 4725
12384368,Relaxed main-floor apartment with sunny garden,49485437,Merijn,,Westerpark,52.38835,4.8876,Entire home/apt,140,3,14,2022-05-16,0.24,1,11,1,0363 DFE7 11DB 9B21 87AD
11562257,Central Apartment in Jordaan Amsterdam,61067558,Maarten,,Centrum-West,52.37617,4.87846,Entire home/apt,200,4,29,2018-07-29,0.34,1,0,0,036311C71B4A212309C8
12405923,Cozy Jungle Apartment,12766031,Jochem,,De Baarsjes - Oud-West,52.36895864197675,4.861723110079765,Entire home/apt,253,2,1,2023-02-20,1,1,1,1,0363 2704 BC80 BCC3 7239
11581438,Beautiful room in an Authentic Amsterdam Apartment,856540,Pierre,,De Pijp - Rivierenbuurt,52.34335,4.89481,Hotel room,165,1,44,2023-01-02,0.54,2,29,10,0363 1C26 67B4 C610 1758
10713194,Warm gentle apartment,47009876,Siem,,Bos en Lommer,52.3763,4.86156,Entire home/apt,250,2,26,2023-03-06,0.31,1,34,8,0363 8A80 42D8 673A C7F9
12464607,Nice & cosy apartment very central (longterm),10524258,Valesca,,De Baarsjes - Oud-West,52.36318,4.86531,Entire home/apt,222,2,28,2023-02-23,0.35,1,159,7,0363 68A3 A30D 1D72 DF3A
10717483,Knus appartement Amsterdam Centrum,16344418,Annerieke,,Centrum-Oost,52.36975,4.92527,Entire home/apt,95,3,11,2018-11-29,0.14,1,0,0,0363 B60C FBCF 656F 639D
10719155,Top dykehouse near centre + free P,55396183,Berendien,,Oud-Noord,52.39971,4.91792,Entire home/apt,200,5,15,2017-12-10,0.18,1,8,0,0363 8F76 6940 3511 D730
10799221,Charming Apartment in the Jordaan,13845445,Jasper,,Centrum-West,52.38168,4.88413,Entire home/apt,140,4,8,2019-11-15,0.11,1,0,0,0363 94C4 CF65 4EBC 1C6B
11597319,Gorgeous House in City Centre | LUXURY+,61230351,Charlotte,,De Baarsjes - Oud-West,52.36385,4.87696,Entire home/apt,149,3,16,2019-09-14,0.19,1,0,0,0363 E58E 26B6 E6B4 8A93
11600796,The Friendship Family Stay,5097799,Hans,,De Baarsjes - Oud-West,52.36665,4.86482,Private room,225,2,209,2023-02-20,2.53,1,6,26,03631ED9E2857C225EFE
12471328,Luxury Apartment near Vondelpark,67497550,Sander,,Slotervaart,52.34939135623241,4.845193322753891,Entire home/apt,250,21,0,,,1,34,0,0363 0846 D1AF 0652 C3AD
11604860,Entire Canal House near Anne Frank,61413189,Pieter And Hanny,,Centrum-West,52.37151,4.88165,Entire home/apt,335,3,52,2022-06-19,0.62,1,12,6,0363 FD86 E89D 4117 FAC1
11609099,Lovely room in nice apartment to the Jordaan,61450024,Anne,,Westerpark,52.37844,4.87629,Private room,94,1,253,2022-08-19,2.97,1,0,10,0363 7056 701D 2788 B119
10800247,Sophisticated spacious loft + garden near centre,55895809,Dorothée,,Oud-Oost,52.35196,4.91291,Entire home/apt,168,2,19,2019-10-04,0.23,1,0,0,0363 87CA 6529 F2BE F4EB
10809128,"Stylish with garden at Noorderpark in hip ""Noord""",3802550,Björn,,Oud-Noord,52.39528,4.91893,Entire home/apt,178,2,6,2018-01-02,0.08,1,0,0,0363 80EA 63E3 DACD 9470
10823505,Gezinswoning met 4 slaapkamers,56041576,Henkjan,,Noord-West,52.40745,4.90396,Entire home/apt,150,5,25,2022-08-30,0.29,1,0,4,0363 AA1C E91C 2E6E 16D7
12479300,Top-appartement,67551275,James,,Bos en Lommer,52.38407,4.84093,Entire home/apt,310,2,63,2022-09-18,0.76,1,365,9,0363 AA62 E5EA C177 ECBC
10917343,Mooi zolder appartement,13436754,Marjan,,De Pijp - Rivierenbuurt,52.34346,4.89507,Entire home/apt,98,4,64,2023-01-02,0.75,1,0,5,0363F3EF350EF0B11229
10936878,Spacious light family app. @Vondelpark/tiny square,4127075,Durk,,Zuid,52.35715,4.85241,Entire home/apt,179,3,7,2020-03-01,0.10,1,0,0,03633981C5065AD078DD
10944855,Amazing loft appartment with a view,15008959,Jan,,Centrum-Oost,52.37247,4.90561,Entire home/apt,175,2,35,2020-01-02,0.49,1,0,0,0363 0D9D 19C5 946C CBAB
10952396,"Perfect location, new house+ garden",36960876,Mieke,,De Baarsjes - Oud-West,52.37154,4.85939,Entire home/apt,143,2,25,2019-08-11,0.30,1,0,0,0363 5922 6E90 4DE2 135E
11620756,Spacious room in Amsterdam incl. breakfast,61540500,Riza,,Geuzenveld - Slotermeer,52.37947,4.82375,Private room,69,1,310,2023-02-22,3.66,1,293,69,0363 42FA 8B6E 2962 1409
11645006,P.C. Hooftstraat,61749423,Ernesto,,Zuid,52.36038,4.87904,Entire home/apt,175,12,11,2021-12-31,0.13,1,37,0,0363 71A1 FB27 154B 3285
12482445,Sunny spacious home filled with art,1152104,Lotte,,De Baarsjes - Oud-West,52.37017,4.86125,Entire home/apt,105,12,12,2023-01-04,0.14,1,10,1,0363 873F 05E7 9B75 9C4D
11000373,Familyhouse located at canal - 20 min. from CS,56942995,Erika,,IJburg - Zeeburgereiland,52.35628,4.99844,Entire home/apt,325,4,12,2022-08-09,0.14,1,75,2,0363 3F6C ED8B F663 C548
12482590,Family house with garden in centre,5721466,Wilfried,,De Baarsjes - Oud-West,52.36362,4.87453,Entire home/apt,110,2,33,2022-08-14,0.40,1,5,6,0363 D70C 2094 CCBE 45F1
12499692,Cosiness on Joy street *cat lovers*,67683148,Selva,,Oud-Oost,52.35663,4.91654,Entire home/apt,70,4,16,2020-01-01,0.20,1,0,0,0363 320A 4850 E22E 5158
12507039,Private basement studio in the Jordaan area,67729845,Willem,,Centrum-West,52.38107,4.88629,Private room,125,3,126,2022-03-06,1.51,2,0,0,0363 DD0C 2166 52E4 6319
11033260,Lovely place at Vondelpark! ((Max. 4 people!),4512372,Lidia,,Zuid,52.35446,4.85551,Private room,201,2,162,2023-03-05,1.89,1,43,39,0363 1828 DD5F A0F6 3403
11054922,New build and nice family home,15892996,Lemke,,Centrum-West,52.37102,4.87885,Entire home/apt,299,5,21,2023-03-05,0.25,1,0,2,0363 63A9 F410 9ECB 0C1A
11649293,Sunny waterfront family house,15050134,Katja,,IJburg - Zeeburgereiland,52.35092,5.00225,Entire home/apt,180,5,18,2022-08-10,0.22,1,138,4,0363 F436 0EFA 4853 7909
12510553,Maria Centre  Apartement in a quiet location,8708854,Lidwien,,Centrum-Oost,52.35819,4.89453,Entire home/apt,180,3,18,2023-02-20,0.42,1,12,6,0363 ODF2 7205 2F3D EO11
11650024,B&B Mokum,61793365,Harry,,Centrum-Oost,52.36321,4.91804,Private room,143,3,209,2022-10-16,2.88,1,72,42,03636c5e5009f5108de2
11084718,Mooi appartement in Amsterdam-Zuid,55431828,Claire,,Zuid,52.3532,4.87888,Entire home/apt,100,3,14,2019-06-05,0.17,1,0,0,0363 A68E 7FC4 E31F EF66
12514682,New renovated spacious and light house city centre,67777772,Anita,,Centrum-Oost,52.36504,4.90637,Entire home/apt,195,2,30,2022-08-07,0.38,1,9,5,0363 0C9D 5485 8234 4B89
11090880,Light Studio close to the center and well serviced,57591198,Aldo,,De Baarsjes - Oud-West,52.37179,4.84972,Private room,103,3,105,2022-12-28,1.26,1,255,17,03630E762AFDDA099816
11665821,Central apt. in popular Old West with backyard,33345384,Sophie,,De Baarsjes - Oud-West,52.36587,4.86824,Entire home/apt,131,5,3,2017-05-13,0.04,1,0,0,0363 2FC0 C02F 3282 4345
11673293,light& spacious 130m2 family house near Vondelpark,56572624,Marijke,,De Baarsjes - Oud-West,52.36598,4.8611,Entire home/apt,395,5,41,2022-07-10,0.50,1,120,5,0363 5229 660D EBF1 DDDC
12548328,Knus appartement in de Rivierenbuurt,68009301,Marijn,,De Pijp - Rivierenbuurt,52.34426,4.89841,Entire home/apt,225,21,1,2019-06-30,0.02,1,364,0,0363 BB03 0655 9183 A731
11689351,Nice apartment in Amsterdam!,62104010,Ziggy,,De Pijp - Rivierenbuurt,52.35808,4.88892,Entire home/apt,150,3,49,2022-07-04,0.60,1,0,7,0363 CC4B CF9F 4D13 A206
11097614,Beautiful & Stylish Amsterdam House,57378136,Mike,,Centrum-West,52.36947,4.88491,Entire home/apt,496,1,111,2023-03-08,1.29,2,87,27,7809 6867 Z211 9108 0009
12550549,"Private studio, luxurious bath | Centre & Canals",53692197,Kate,,Centrum-West,52.36625,4.87893,Private room,135,3,254,2023-03-08,3.43,2,190,67,0363 2F98 62E3 5D9A 8207
11098408,Big sunny room - Amsterdam,3421572,Wing,,De Aker - Nieuw Sloten,52.34546,4.79649,Private room,49,30,17,2021-12-16,0.21,1,159,0,0363 E545 65D6 9055 955E
11108642,"Spacious, light appartement in the museum quarter",9718864,Neomie,,Zuid,52.35764,4.87692,Private room,240,2,16,2017-08-20,0.19,1,0,0,0363 09A2 E1B5 A68A 623B
11694315,LOVELY HOME NEAR VONDELPARK,53036810,E,,Zuid,52.35367,4.87141,Entire home/apt,350,5,16,2019-12-30,0.19,1,0,0,0363 D563 C5E1 22E1 F280
11697661,Apartment on trendy hotspot!,10755325,Noor,,De Baarsjes - Oud-West,52.36632,4.86749,Entire home/apt,107,2,34,2022-08-04,0.41,1,0,2,0363 7B2C E99A B15A 5C4E
12558413,Lovely apartment Close to the Vondelpark | 2P,35723777,Tom,,Zuid,52.35339,4.84904,Entire home/apt,125,3,38,2022-05-16,0.52,1,0,8,0363 1914 7CC7 4B17 125E
11113843,Cozy apartment at a great location!,57732314,Zohair,,Westerpark,52.38272,4.8731,Entire home/apt,99,4,20,2022-10-20,0.24,1,7,7,0363 0EC1 3BD9 1F01 3008
12565315,Economical stay on the Lake (20 min to the Center),51485781,Vital,,Gaasperdam - Driemond,52.30801,4.98032,Private room,125,150,9,2020-03-01,0.11,1,83,0,DDVF5665DA6654LLY2H2
12596165,Apartment near city centre,68340512,Rosa,,Watergraafsmeer,52.35537,4.9362,Entire home/apt,139,2,32,2019-07-01,0.40,1,0,0,0363 B994 4BBF 8DB0 7146
12596322,'THE MANSION' 17P Private Hotel,68338234,Dries,,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,599,3,211,2023-02-19,2.54,5,207,30,Exempt
11153791,"Small/cozy studio, great location!",57996190,Arnaud,,Centrum-West,52.37572,4.87891,Entire home/apt,231,1,16,2022-11-06,0.19,1,0,5,0363 E003 7791 39F7 2295
11708784,"Bright, spacious, superb location, metro, bicycles",8948269,Rolf,,De Pijp - Rivierenbuurt,52.35437,4.88829,Entire home/apt,330,3,43,2020-10-11,0.52,1,26,0,0363 C46F 44C9 1AFF 42AE
12597756,Marnix Classic: Group Getaway! (3),68338234,Dries,,Centrum-West,52.36665,4.88049,Entire home/apt,349,2,155,2023-02-09,1.87,5,186,46,Exempt
12598630,Marnix Design: Downtown Dream (1),68338234,Dries,,Centrum-West,52.36727,4.88024,Entire home/apt,349,2,234,2023-02-18,2.88,5,181,36,Exempt
11711052,Amazing loft in centre of the city,62255142,Simon,,De Baarsjes - Oud-West,52.36153,4.87552,Entire home/apt,390,2,19,2023-02-05,0.23,1,0,3,0363 FC1A 2FB6 1079 5975
11161348,Spacious Stylish room @ Leidseplein,14187610,Yvo,,Centrum-Oost,52.36349105834961,4.883462905883789,Private room,148,1,419,2023-03-04,4.96,2,327,92,0363 231A 9828 761F 8D8B
12598924,Marnix Modern: Supercentral,68338234,Dries,,Centrum-West,52.367,4.8792,Entire home/apt,349,2,224,2023-02-13,2.75,5,198,45,Exempt
12599072,Marnix Top: APT Leidsche,68338234,Dries,,De Baarsjes - Oud-West,52.36564,4.87855,Entire home/apt,349,3,204,2023-02-22,2.51,5,243,39,Exempt
11161861,Cozy Stylish room @ Leidseplein,14187610,Yvo,,Centrum-Oost,52.36349105834961,4.883462905883789,Private room,124,1,409,2023-03-03,4.84,2,326,79,0363 231A 9828 761F 8D8B
12619145,"Heerlijke buurt, naast fijn park!",14087004,Wouter,,Westerpark,52.38416,4.87143,Entire home/apt,98,3,72,2023-03-04,0.86,1,42,5,0363 C6EE 59F0 5FED 045E
12637711,Tiny house Amsterdam Noord  4 personen NDSM-TWISKE,68631974,Beppie,,Noord-West,52.41826,4.90073,Entire home/apt,115,1,11,2022-08-04,0.66,1,29,7,0363 BCF7 832B A118 8DF9
11165921,Lovely hideout in the middle of AMS,58083795,Fleur,,Centrum-Oost,52.36493,4.88541,Entire home/apt,128,3,591,2023-02-28,6.92,2,2,77,0363 41DF 767A F758 19CD
11175840,Cozy Apartment with Private Garden,5273717,Jochem,,De Pijp - Rivierenbuurt,52.34167,4.89479,Entire home/apt,135,3,32,2022-08-17,0.38,1,0,5,Z211954032U000000000
